real world time stamp: 2023-06-21 14:32:50.969704	frame = 1	 simulation time = 0000000	 ego_vehicle speed = 0.00000	 ego_vehicle location = 0.0000000	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.969857	frame = 2	 simulation time = 0.02000	 ego_vehicle speed = 0.11600	 ego_vehicle location = 0.0034800	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.969955	frame = 3	 simulation time = 0.04000	 ego_vehicle speed = 0.23200	 ego_vehicle location = 0.0116000	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970043	frame = 4	 simulation time = 0.06000	 ego_vehicle speed = 0.34800	 ego_vehicle location = 0.0243600	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970122	frame = 5	 simulation time = 0.08000	 ego_vehicle speed = 0.46400	 ego_vehicle location = 0.0417600	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970203	frame = 6	 simulation time = 0.10000	 ego_vehicle speed = 0.58000	 ego_vehicle location = 0.0638000	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970270	frame = 7	 simulation time = 0.12000	 ego_vehicle speed = 0.69600	 ego_vehicle location = 0.0904800	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970333	frame = 8	 simulation time = 0.14000	 ego_vehicle speed = 0.81200	 ego_vehicle location = 0.1218000	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970399	frame = 9	 simulation time = 0.16000	 ego_vehicle speed = 0.92800	 ego_vehicle location = 0.1577600	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970459	frame = 10	 simulation time = 0.18000	 ego_vehicle speed = 1.04400	 ego_vehicle location = 0.1983600	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970517	frame = 11	 simulation time = 0.20000	 ego_vehicle speed = 1.16000	 ego_vehicle location = 0.2436000	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970574	frame = 12	 simulation time = 0.22000	 ego_vehicle speed = 1.27600	 ego_vehicle location = 0.2934800	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970631	frame = 13	 simulation time = 0.24000	 ego_vehicle speed = 1.39200	 ego_vehicle location = 0.3480000	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970687	frame = 14	 simulation time = 0.26000	 ego_vehicle speed = 1.50800	 ego_vehicle location = 0.4071600	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970745	frame = 15	 simulation time = 0.28000	 ego_vehicle speed = 1.62400	 ego_vehicle location = 0.4709600	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970802	frame = 16	 simulation time = 0.30000	 ego_vehicle speed = 1.74000	 ego_vehicle location = 0.5394000	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970857	frame = 17	 simulation time = 0.32000	 ego_vehicle speed = 1.85600	 ego_vehicle location = 0.6124800	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970914	frame = 18	 simulation time = 0.34000	 ego_vehicle speed = 1.97200	 ego_vehicle location = 0.6902000	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.970970	frame = 19	 simulation time = 0.36000	 ego_vehicle speed = 2.08800	 ego_vehicle location = 0.7725600	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.971026	frame = 20	 simulation time = 0.38000	 ego_vehicle speed = 2.20400	 ego_vehicle location = 0.8595600	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.971084	frame = 21	 simulation time = 0.40000	 ego_vehicle speed = 2.32000	 ego_vehicle location = 0.9512000	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.971140	frame = 22	 simulation time = 0.42000	 ego_vehicle speed = 2.43600	 ego_vehicle location = 1.0474800	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.971196	frame = 23	 simulation time = 0.44000	 ego_vehicle speed = 2.55200	 ego_vehicle location = 1.1484000	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.971258	frame = 24	 simulation time = 0.46000	 ego_vehicle speed = 2.66800	 ego_vehicle location = 1.2539600	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.971317	frame = 25	 simulation time = 0.48000	 ego_vehicle speed = 2.78400	 ego_vehicle location = 1.3641600	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.971374	frame = 26	 simulation time = 0.50000	 ego_vehicle speed = 2.90000	 ego_vehicle location = 1.4790000	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.971431	frame = 27	 simulation time = 0.52000	 ego_vehicle speed = 3.01600	 ego_vehicle location = 1.5984800	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.971487	frame = 28	 simulation time = 0.54000	 ego_vehicle speed = 3.13200	 ego_vehicle location = 1.7226000	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.971541	frame = 29	 simulation time = 0.56000	 ego_vehicle speed = 3.24800	 ego_vehicle location = 1.8513600	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.971597	frame = 30	 simulation time = 0.58000	 ego_vehicle speed = 3.36400	 ego_vehicle location = 1.9847600	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.971652	frame = 31	 simulation time = 0.60000	 ego_vehicle speed = 3.48000	 ego_vehicle location = 2.1228000	 next light status = 50green
real world time stamp: 2023-06-21 14:32:50.971706	frame = 32	 simulation time = 0.62000	 ego_vehicle speed = 3.59600	 ego_vehicle location = 2.2654800	 next light status = 50green
