step,action,location, speed,EV location,EV speed,d to next tl,t1,,t2,,t3,,t4,,t5,,t6,,t7,,t8,,t9,,t10,,t11,,t12,,t13,,t14,,t15,,t16,,t17,
477,-0.080693,181.146225,0,[181.146225,0,18.853773,-1,-1,10,2,4,1,6,1,6,1,14,1,20,1,20,1,20,1,10,1,10,1,20,1,14,1,14,1,14,1,14,1,3, 2.0]
478,-0.080693,181.146225,0,[181.146225,0,18.853773,-1,-1,9,2,4,1,6,1,6,1,14,1,20,1,20,1,20,1,10,1,10,1,20,1,14,1,14,1,14,1,14,1,3, 2.0]
479,-0.089496,181.146225,0,[181.146225,0,18.853773,-1,-1,9,2,4,1,6,1,6,1,14,1,20,1,20,1,20,1,10,1,10,1,20,1,14,1,14,1,14,1,14,1,3, 2.0]
480,-0.089496,181.146225,0,[181.146225,0,18.853773,-1,-1,9,2,3,1,5,1,5,1,13,1,19,1,19,1,19,1,9,1,9,1,19,1,13,1,13,1,13,1,13,1,2, 2.0]
481,-0.04036,181.146225,0,[181.146225,0,18.853773,-1,-1,9,2,3,1,5,1,5,1,13,1,19,1,19,1,19,1,9,1,9,1,19,1,13,1,13,1,13,1,13,1,2, 2.0]
482,-0.04036,181.146225,0,[181.146225,0,18.853773,-1,-1,9,2,3,1,5,1,5,1,13,1,19,1,19,1,19,1,9,1,9,1,19,1,13,1,13,1,13,1,13,1,2, 2.0]
483,-0.04036,181.146225,0,[181.146225,0,18.853773,-1,-1,9,2,3,1,5,1,5,1,13,1,19,1,19,1,19,1,9,1,9,1,19,1,13,1,13,1,13,1,13,1,2, 2.0]
484,-0.04036,181.146225,0,[181.146225,0,18.853773,-1,-1,9,2,3,1,5,1,5,1,13,1,19,1,19,1,19,1,9,1,9,1,19,1,13,1,13,1,13,1,13,1,2, 2.0]
485,-0.04036,181.146225,0,[181.146225,0,18.853773,-1,-1,9,2,3,1,5,1,5,1,13,1,19,1,19,1,19,1,9,1,9,1,19,1,13,1,13,1,13,1,13,1,2, 2.0]
486,-0.04036,181.146225,0,[181.146225,0,18.853773,-1,-1,9,2,3,1,5,1,5,1,13,1,19,1,19,1,19,1,9,1,9,1,19,1,13,1,13,1,13,1,13,1,2, 2.0]
487,-0.04036,181.146225,0,[181.146225,0,18.853773,-1,-1,9,2,3,1,5,1,5,1,13,1,19,1,19,1,19,1,9,1,9,1,19,1,13,1,13,1,13,1,13,1,2, 2.0]
488,-0.04036,181.146225,0,[181.146225,0,18.853773,-1,-1,8,2,3,1,5,1,5,1,13,1,19,1,19,1,19,1,9,1,9,1,19,1,13,1,13,1,13,1,13,1,2, 2.0]
489,-0.033224,181.146225,0,[181.146225,0,18.853773,-1,-1,8,2,3,1,5,1,5,1,13,1,19,1,19,1,19,1,9,1,9,1,19,1,13,1,13,1,13,1,13,1,2, 2.0]
490,-0.033224,181.146225,0,[181.146225,0,18.853773,-1,-1,8,2,2,1,4,1,4,1,12,1,18,1,18,1,18,1,8,1,8,1,18,1,12,1,12,1,12,1,12,1,1, 2.0]
491,0.034621,181.146927,0.006924,[181.146927,0.006924,18.853081,-1,-1,8,2,2,1,4,1,4,1,12,1,18,1,18,1,18,1,8,1,8,1,18,1,12,1,12,1,12,1,12,1,1, 2.0]
492,0.034199,181.1483,0.013764,[181.1483,0.013764,18.851704,-1,-1,8,2,2,1,4,1,4,1,12,1,18,1,18,1,18,1,8,1,8,1,18,1,12,1,12,1,12,1,12,1,1, 2.0]
493,0.033769,181.150345,0.020518,[181.150345,0.020518,18.849651,-1,-1,8,2,2,1,4,1,4,1,12,1,18,1,18,1,18,1,8,1,8,1,18,1,12,1,12,1,12,1,12,1,1, 2.0]
494,0.033331,181.153061,0.027184,[181.153061,0.027184,18.846933,-1,-1,8,2,2,1,4,1,4,1,12,1,18,1,18,1,18,1,8,1,8,1,18,1,12,1,12,1,12,1,12,1,1, 2.0]
495,0.032887,181.156448,0.033761,[181.156448,0.033761,18.843557,-1,-1,8,2,2,1,4,1,4,1,12,1,18,1,18,1,18,1,8,1,8,1,18,1,12,1,12,1,12,1,12,1,1, 2.0]
496,0.032435,181.160461,0.040248,[181.160461,0.040248,18.839533,-1,-1,8,2,2,1,4,1,4,1,12,1,18,1,18,1,18,1,8,1,8,1,18,1,12,1,12,1,12,1,12,1,1, 2.0]
497,0.031977,181.165131,0.046644,[181.165131,0.046644,18.834867,-1,-1,8,2,2,1,4,1,4,1,12,1,18,1,18,1,18,1,8,1,8,1,18,1,12,1,12,1,12,1,12,1,1, 2.0]
498,0.031512,181.170425,0.052946,[181.170425,0.052946,18.829575,-1,-1,7,2,2,1,4,1,4,1,12,1,18,1,18,1,18,1,8,1,8,1,18,1,12,1,12,1,12,1,12,1,1, 2.0]
499,0.05946,181.17691,0.064838,[181.17691,0.064838,18.82309,-1,-1,7,2,2,1,4,1,4,1,12,1,18,1,18,1,18,1,8,1,8,1,18,1,12,1,12,1,12,1,12,1,1, 1.0]
500,0.137512,181.186142,0.092341,[181.186142,0.092341,18.813856,-1,-1,7,2,1,1,3,1,3,1,11,1,17,1,17,1,17,1,7,1,7,1,17,1,11,1,11,1,11,1,11,1,50, 1.0]
501,0.162624,181.198624,0.124866,[181.198624,0.124866,18.801369,-1,-1,7,2,1,1,3,1,3,1,11,1,17,1,17,1,17,1,7,1,7,1,17,1,11,1,11,1,11,1,11,1,50, 1.0]
502,0.162482,181.214371,0.157362,[181.214371,0.157362,18.785633,-1,-1,7,2,1,1,3,1,3,1,11,1,17,1,17,1,17,1,7,1,7,1,17,1,11,1,11,1,11,1,11,1,50, 1.0]
503,0.162302,181.233353,0.189822,[181.233353,0.189822,18.766651,-1,-1,7,2,1,1,3,1,3,1,11,1,17,1,17,1,17,1,7,1,7,1,17,1,11,1,11,1,11,1,11,1,50, 1.0]
504,0.162083,181.255569,0.222239,[181.255569,0.222239,18.744427,-1,-1,7,2,1,1,3,1,3,1,11,1,17,1,17,1,17,1,7,1,7,1,17,1,11,1,11,1,11,1,11,1,50, 1.0]
505,0.161826,181.281036,0.254604,[181.281036,0.254604,18.718966,-1,-1,7,2,1,1,3,1,3,1,11,1,17,1,17,1,17,1,7,1,7,1,17,1,11,1,11,1,11,1,11,1,50, 1.0]
506,0.161528,181.309723,0.28691,[181.309723,0.28691,18.690275,-1,-1,7,2,1,1,3,1,3,1,11,1,17,1,17,1,17,1,7,1,7,1,17,1,11,1,11,1,11,1,11,1,50, 1.0]
507,0.161188,181.341644,0.319147,[181.341644,0.319147,18.658361,-1,-1,7,2,1,1,3,1,3,1,11,1,17,1,17,1,17,1,7,1,7,1,17,1,11,1,11,1,11,1,11,1,50, 1.0]
508,0.160806,181.37677,0.351309,[181.37677,0.351309,18.62323,-1,-1,6,2,1,1,3,1,3,1,11,1,17,1,17,1,17,1,7,1,7,1,17,1,11,1,11,1,11,1,11,1,50, 1.0]
509,0.16648,181.415237,0.384605,[181.415237,0.384605,18.58477,-1,-1,6,2,1,0,3,1,3,1,11,1,17,1,17,1,17,1,7,1,7,1,17,1,11,1,11,1,11,1,11,1,49, 1.0]
510,0.157309,181.456833,0.416066,[181.456833,0.416066,18.543163,-1,-1,6,2,3,0,2,1,2,1,10,1,16,1,16,1,16,1,6,1,6,1,16,1,10,1,10,1,10,1,10,1,49, 1.0]
511,0.168366,181.501816,0.449739,[181.501816,0.449739,18.498188,-1,-1,6,2,3,0,2,1,2,1,10,1,16,1,16,1,16,1,6,1,6,1,16,1,10,1,10,1,10,1,10,1,49, 1.0]
512,0.167975,181.55014,0.483335,[181.55014,0.483335,18.449856,-1,-1,6,2,3,0,2,1,2,1,10,1,16,1,16,1,16,1,6,1,6,1,16,1,10,1,10,1,10,1,10,1,49, 1.0]
513,0.167547,181.601822,0.516844,[181.601822,0.516844,18.39817,-1,-1,6,2,3,0,2,1,2,1,10,1,16,1,16,1,16,1,6,1,6,1,16,1,10,1,10,1,10,1,10,1,49, 1.0]
514,0.167078,181.65686,0.55026,[181.65686,0.55026,18.343145,-1,-1,6,2,3,0,2,1,2,1,10,1,16,1,16,1,16,1,6,1,6,1,16,1,10,1,10,1,10,1,10,1,49, 1.0]
515,0.166567,181.71521,0.583573,[181.71521,0.583573,18.284788,-1,-1,6,2,3,0,2,1,2,1,10,1,16,1,16,1,16,1,6,1,6,1,16,1,10,1,10,1,10,1,10,1,49, 1.0]
516,0.16601,181.776886,0.616775,[181.776886,0.616775,18.22311,-1,-1,6,2,3,0,2,1,2,1,10,1,16,1,16,1,16,1,6,1,6,1,16,1,10,1,10,1,10,1,10,1,49, 1.0]
517,0.165405,181.841873,0.649856,[181.841873,0.649856,18.158125,-1,-1,6,2,3,0,2,1,2,1,10,1,16,1,16,1,16,1,6,1,6,1,16,1,10,1,10,1,10,1,10,1,49, 1.0]
518,0.164749,181.910156,0.682806,[181.910156,0.682806,18.089844,-1,-1,5,2,3,0,2,1,2,1,10,1,16,1,16,1,16,1,6,1,6,1,16,1,10,1,10,1,10,1,10,1,49, 1.0]
519,0.169218,181.981827,0.716649,[181.981827,0.716649,18.018179,-1,-1,5,2,2,0,2,1,2,1,10,1,16,1,16,1,16,1,6,1,6,1,16,1,10,1,10,1,10,1,10,1,48, 1.0]
520,0.153379,182.056549,0.747325,[182.056549,0.747325,17.943447,-1,-1,5,2,2,0,1,1,1,1,9,1,15,1,15,1,15,1,5,1,5,1,15,1,9,1,9,1,9,1,9,1,48, 1.0]
521,0.169304,182.134674,0.781186,[182.134674,0.781186,17.865328,-1,-1,5,2,2,0,1,1,1,1,9,1,15,1,15,1,15,1,5,1,5,1,15,1,9,1,9,1,9,1,9,1,48, 1.0]
522,0.16864,182.216156,0.814914,[182.216156,0.814914,17.783836,-1,-1,5,2,2,0,1,1,1,1,9,1,15,1,15,1,15,1,5,1,5,1,15,1,9,1,9,1,9,1,9,1,48, 1.0]
523,0.167921,182.30101,0.848498,[182.30101,0.848498,17.698986,-1,-1,5,2,2,0,1,1,1,1,9,1,15,1,15,1,15,1,5,1,5,1,15,1,9,1,9,1,9,1,9,1,48, 1.0]
524,0.167142,182.389206,0.881927,[182.389206,0.881927,17.610794,-1,-1,5,2,2,0,1,1,1,1,9,1,15,1,15,1,15,1,5,1,5,1,15,1,9,1,9,1,9,1,9,1,48, 1.0]
525,0.166299,182.480728,0.915186,[182.480728,0.915186,17.519276,-1,-1,5,2,2,0,1,1,1,1,9,1,15,1,15,1,15,1,5,1,5,1,15,1,9,1,9,1,9,1,9,1,48, 1.0]
526,0.165387,182.575546,0.948264,[182.575546,0.948264,17.42445,-1,-1,5,2,2,0,1,1,1,1,9,1,15,1,15,1,15,1,5,1,5,1,15,1,9,1,9,1,9,1,9,1,48, 1.0]
527,0.164399,182.67366,0.981144,[182.67366,0.981144,17.326334,-1,-1,5,2,2,0,1,1,1,1,9,1,15,1,15,1,15,1,5,1,5,1,15,1,9,1,9,1,9,1,9,1,48, 1.0]
528,0.163331,182.77504,1.01381,[182.77504,1.01381,17.224955,-1,-1,4,2,2,0,1,1,1,1,9,1,15,1,15,1,15,1,5,1,5,1,15,1,9,1,9,1,9,1,9,1,48, 1.0]
529,0.167689,182.879776,1.047348,[182.879776,1.047348,17.120218,-1,-1,4,2,1,0,1,0,1,0,9,1,15,1,15,1,15,1,5,1,5,1,15,1,9,1,9,1,9,1,9,1,47, 1.0]
530,0.158823,182.987686,1.079112,[182.987686,1.079112,17.012308,-1,-1,4,2,1,0,3,0,3,0,8,1,14,1,14,1,14,1,4,1,4,1,14,1,8,1,8,1,8,1,8,1,47, 1.0]
531,0.134764,183.098297,1.106065,[183.098297,1.106065,16.901701,-1,-1,4,2,1,0,3,0,3,0,8,1,14,1,14,1,14,1,4,1,4,1,14,1,8,1,8,1,8,1,8,1,47, 1.0]
532,0.132151,183.211548,1.132495,[183.211548,1.132495,16.788452,-1,-1,4,2,1,0,3,0,3,0,8,1,14,1,14,1,14,1,4,1,4,1,14,1,8,1,8,1,8,1,8,1,47, 1.0]
533,0.129385,183.327393,1.158372,[183.327393,1.158372,16.672615,-1,-1,4,2,1,0,3,0,3,0,8,1,14,1,14,1,14,1,4,1,4,1,14,1,8,1,8,1,8,1,8,1,47, 1.0]
534,0.126462,183.445755,1.183665,[183.445755,1.183665,16.554249,-1,-1,4,2,1,0,3,0,3,0,8,1,14,1,14,1,14,1,4,1,4,1,14,1,8,1,8,1,8,1,8,1,47, 1.0]
535,0.123378,183.566589,1.20834,[183.566589,1.20834,16.433414,-1,-1,4,2,1,0,3,0,3,0,8,1,14,1,14,1,14,1,4,1,4,1,14,1,8,1,8,1,8,1,8,1,47, 1.0]
536,0.120126,183.689819,1.232365,[183.689819,1.232365,16.310177,-1,-1,4,2,1,0,3,0,3,0,8,1,14,1,14,1,14,1,4,1,4,1,14,1,8,1,8,1,8,1,8,1,47, 1.0]
537,0.116704,183.815399,1.255706,[183.815399,1.255706,16.184607,-1,-1,4,2,1,0,3,0,3,0,8,1,14,1,14,1,14,1,4,1,4,1,14,1,8,1,8,1,8,1,8,1,47, 1.0]
538,0.113108,183.943222,1.278328,[183.943222,1.278328,16.056774,-1,-1,3,2,1,2,3,0,3,0,8,1,14,1,14,1,14,1,4,1,4,1,14,1,8,1,8,1,8,1,8,1,47, 1.0]
539,0.128142,184.073624,1.303956,[184.073624,1.303956,15.926378,-1,-1,3,2,51,2,2,0,2,0,8,1,14,1,14,1,14,1,4,1,4,1,14,1,8,1,8,1,8,1,8,1,46, 1.0]
540,0.501091,184.214035,1.404174,[184.214035,1.404174,15.785961,-1,-1,3,2,51,2,2,0,2,0,7,1,13,1,13,1,13,1,3,1,3,1,13,1,7,1,7,1,7,1,7,1,46, 1.0]
541,0.512788,184.364716,1.506732,[184.364716,1.506732,15.635288,-1,-1,3,2,51,2,2,0,2,0,7,1,13,1,13,1,13,1,3,1,3,1,13,1,7,1,7,1,7,1,7,1,46, 1.0]
542,0.508292,184.525558,1.608391,[184.525558,1.608391,15.474449,-1,-1,3,2,51,2,2,0,2,0,7,1,13,1,13,1,13,1,3,1,3,1,13,1,7,1,7,1,7,1,7,1,46, 1.0]
543,0.503328,184.696457,1.709056,[184.696457,1.709056,15.303543,-1,-1,3,2,51,2,2,0,2,0,7,1,13,1,13,1,13,1,3,1,3,1,13,1,7,1,7,1,7,1,7,1,46, 1.0]
544,0.497866,184.877319,1.808629,[184.877319,1.808629,15.122681,-1,-1,3,2,51,2,2,0,2,0,7,1,13,1,13,1,13,1,3,1,3,1,13,1,7,1,7,1,7,1,7,1,46, 1.0]
545,0.491882,185.068024,1.907006,[185.068024,1.907006,14.93198,-1,-1,3,2,51,2,2,0,2,0,7,1,13,1,13,1,13,1,3,1,3,1,13,1,7,1,7,1,7,1,7,1,46, 1.0]
546,0.485354,185.268433,2.004076,[185.268433,2.004076,14.731572,-1,-1,3,2,51,2,2,0,2,0,7,1,13,1,13,1,13,1,3,1,3,1,13,1,7,1,7,1,7,1,7,1,46, 1.0]
547,0.478269,185.478394,2.09973,[185.478394,2.09973,14.521599,-1,-1,3,2,51,2,2,0,2,0,7,1,13,1,13,1,13,1,3,1,3,1,13,1,7,1,7,1,7,1,7,1,46, 1.0]
548,0.470625,185.697784,2.193855,[185.697784,2.193855,14.302214,-1,-1,2,2,50,2,2,0,2,0,7,1,13,1,13,1,13,1,3,1,3,1,13,1,7,1,7,1,7,1,7,1,46, 1.0]
549,0.502212,185.927216,2.294298,[185.927216,2.294298,14.072783,-1,-1,2,2,50,2,1,0,1,0,7,1,13,1,13,1,13,1,3,1,3,1,13,1,7,1,7,1,7,1,7,1,45, 1.0]
550,0.534574,186.167343,2.401213,[186.167343,2.401213,13.832663,-1,-1,2,2,50,2,1,0,1,0,6,1,12,1,12,1,12,1,2,1,2,1,12,1,6,1,6,1,6,1,6,1,45, 1.0]
551,0.53067,186.418076,2.507347,[186.418076,2.507347,13.581927,-1,-1,2,2,50,2,1,0,1,0,6,1,12,1,12,1,12,1,2,1,2,1,12,1,6,1,6,1,6,1,6,1,45, 1.0]
552,0.52414,186.679291,2.612175,[186.679291,2.612175,13.32071,-1,-1,2,2,50,2,1,0,1,0,6,1,12,1,12,1,12,1,2,1,2,1,12,1,6,1,6,1,6,1,6,1,45, 1.0]
553,0.51687,186.950851,2.715549,[186.950851,2.715549,13.049155,-1,-1,2,2,50,2,1,0,1,0,6,1,12,1,12,1,12,1,2,1,2,1,12,1,6,1,6,1,6,1,6,1,45, 1.0]
554,0.508811,187.232574,2.817311,[187.232574,2.817311,12.767425,-1,-1,2,2,50,2,1,0,1,0,6,1,12,1,12,1,12,1,2,1,2,1,12,1,6,1,6,1,6,1,6,1,45, 1.0]
555,0.499929,187.524307,2.917297,[187.524307,2.917297,12.475695,-1,-1,2,2,50,2,1,0,1,0,6,1,12,1,12,1,12,1,2,1,2,1,12,1,6,1,6,1,6,1,6,1,45, 1.0]
556,0.49021,187.825836,3.015339,[187.825836,3.015339,12.174161,-1,-1,2,2,50,2,1,0,1,0,6,1,12,1,12,1,12,1,2,1,2,1,12,1,6,1,6,1,6,1,6,1,45, 1.0]
557,0.479665,188.136963,3.111272,[188.136963,3.111272,11.863033,-1,-1,2,2,50,2,1,0,1,0,6,1,12,1,12,1,12,1,2,1,2,1,12,1,6,1,6,1,6,1,6,1,45, 1.0]
558,0.468334,188.457458,3.204939,[188.457458,3.204939,11.54254,-1,-1,1,2,49,2,1,2,1,2,6,1,12,1,12,1,12,1,2,1,2,1,12,1,6,1,6,1,6,1,6,1,45, 1.0]
559,0.392632,188.785812,3.283465,[188.785812,3.283465,11.214193,-1,-1,1,2,49,2,53,2,53,2,6,1,12,1,12,1,12,1,2,1,2,1,12,1,6,1,6,1,6,1,6,1,44, 1.0]
560,0.670595,189.127563,3.417584,[189.127563,3.417584,10.872435,-1,-1,1,2,49,2,53,2,53,2,5,1,11,1,11,1,11,1,1,1,1,1,11,1,5,1,5,1,5,1,5,1,44, 1.0]
561,0.658623,189.482498,3.549309,[189.482498,3.549309,10.517504,-1,-1,1,2,49,2,53,2,53,2,5,1,11,1,11,1,11,1,1,1,1,1,11,1,5,1,5,1,5,1,5,1,44, 1.0]
562,0.651823,189.850464,3.679673,[189.850464,3.679673,10.149537,-1,-1,1,2,49,2,53,2,53,2,5,1,11,1,11,1,11,1,1,1,1,1,11,1,5,1,5,1,5,1,5,1,44, 1.0]
563,0.644813,190.231323,3.808636,[190.231323,3.808636,9.768673,-1,-1,1,2,49,2,53,2,53,2,5,1,11,1,11,1,11,1,1,1,1,1,11,1,5,1,5,1,5,1,5,1,44, 1.0]
564,0.63745,190.624939,3.936126,[190.624939,3.936126,9.37506,-1,-1,1,2,49,2,53,2,53,2,5,1,11,1,11,1,11,1,1,1,1,1,11,1,5,1,5,1,5,1,5,1,44, 1.0]
565,0.629456,191.031143,4.062017,[191.031143,4.062017,8.968859,-1,-1,1,2,49,2,53,2,53,2,5,1,11,1,11,1,11,1,1,1,1,1,11,1,5,1,5,1,5,1,5,1,44, 1.0]
566,0.620394,191.449753,4.186096,[191.449753,4.186096,8.550249,-1,-1,1,2,49,2,53,2,53,2,5,1,11,1,11,1,11,1,1,1,1,1,11,1,5,1,5,1,5,1,5,1,44, 1.0]
567,0.609665,191.880554,4.308029,[191.880554,4.308029,8.119446,-1,-1,1,1,49,2,53,2,53,2,5,1,11,1,11,1,11,1,1,1,1,1,11,1,5,1,5,1,5,1,5,1,44, 1.0]
568,0.601669,192.323395,4.428363,[192.323395,4.428363,7.67661,-1,-1,27,1,48,2,52,2,52,2,5,1,11,1,11,1,11,1,1,1,1,1,11,1,5,1,5,1,5,1,5,1,44, 1.0]
569,0.640485,192.779037,4.556459,[192.779037,4.556459,7.220964,-1,-1,27,1,48,2,52,2,52,2,5,1,11,1,11,1,11,1,1,0,1,0,11,1,5,1,5,1,5,1,5,1,43, 1.0]
570,0.630714,193.247299,4.682602,[193.247299,4.682602,6.752704,-1,-1,27,1,48,2,52,2,52,2,4,1,10,1,10,1,10,1,3,0,3,0,10,1,4,1,4,1,4,1,4,1,43, 1.0]
571,0.640659,193.728363,4.810734,[193.728363,4.810734,6.27163,-1,-1,27,1,48,2,52,2,52,2,4,1,10,1,10,1,10,1,3,0,3,0,10,1,4,1,4,1,4,1,4,1,43, 1.0]
572,0.639894,194.222244,4.938713,[194.222244,4.938713,5.777759,-1,-1,27,1,48,2,52,2,52,2,4,1,10,1,10,1,10,1,3,0,3,0,10,1,4,1,4,1,4,1,4,1,43, 1.0]
573,0.63893,194.728897,5.066499,[194.728897,5.066499,5.271109,-1,-1,27,1,48,2,52,2,52,2,4,1,10,1,10,1,10,1,3,0,3,0,10,1,4,1,4,1,4,1,4,1,43, 1.0]
574,0.637703,195.248291,5.19404,[195.248291,5.19404,4.751705,-1,-1,27,1,48,2,52,2,52,2,4,1,10,1,10,1,10,1,3,0,3,0,10,1,4,1,4,1,4,1,4,1,43, 1.0]
575,0.636124,195.780426,5.321264,[195.780426,5.321264,4.219579,-1,-1,27,1,48,2,52,2,52,2,4,1,10,1,10,1,10,1,3,0,3,0,10,1,4,1,4,1,4,1,4,1,43, 1.0]
576,0.634064,196.325226,5.448077,[196.325226,5.448077,3.674771,-1,-1,27,1,48,2,52,2,52,2,4,1,10,1,10,1,10,1,3,0,3,0,10,1,4,1,4,1,4,1,4,1,43, 1.0]
577,0.631338,196.88266,5.574345,[196.88266,5.574345,3.117337,-1,-1,26,1,48,2,52,2,52,2,4,1,10,1,10,1,10,1,3,0,3,0,10,1,4,1,4,1,4,1,4,1,43, 1.0]
578,0.628132,197.452667,5.699971,[197.452667,5.699971,2.547339,-1,-1,26,1,47,2,51,2,51,2,4,1,10,1,10,1,10,1,3,0,3,0,10,1,4,1,4,1,4,1,4,1,43, 1.0]
579,0.601496,198.034683,5.820271,[198.034683,5.820271,1.965312,-1,-1,26,1,47,2,51,2,51,2,4,1,10,1,10,1,10,1,2,0,2,0,10,1,4,1,4,1,4,1,4,1,42, 1.0]
580,0.568379,198.628082,5.933947,[198.628082,5.933947,1.371918,-1,-1,26,1,47,2,51,2,51,2,3,1,9,1,9,1,9,1,2,0,2,0,9,1,3,1,3,1,3,1,3,1,42, 1.0]
581,0.546106,199.232407,6.043168,[199.232407,6.043168,0.767601,-1,-1,26,1,47,2,51,2,51,2,3,1,9,1,9,1,9,1,2,0,2,0,9,1,3,1,3,1,3,1,3,1,42, 1.0]
582,0.505407,199.846817,6.144249,[199.846817,6.144249,0.153176,-1,-1,26,1,47,2,51,2,51,2,3,1,9,1,9,1,9,1,2,0,2,0,9,1,3,1,3,1,3,1,3,1,42, 1.0]
583,0.453325,200.470322,6.234914,[200.470322,6.234914,299.529694,-1,-1,-1,-1,47,2,51,2,51,2,3,1,9,1,9,1,9,1,2,0,2,0,9,1,3,1,3,1,3,1,3,1,42, 1.0]
584,0.155853,201.096924,6.266085,[201.096924,6.266085,298.903076,-1,-1,-1,-1,47,2,51,2,51,2,3,1,9,1,9,1,9,1,2,0,2,0,9,1,3,1,3,1,3,1,3,1,42, 1.0]
585,0.158337,201.7267,6.297752,[201.7267,6.297752,298.273315,-1,-1,-1,-1,47,2,51,2,51,2,3,1,9,1,9,1,9,1,2,0,2,0,9,1,3,1,3,1,3,1,3,1,42, 1.0]
586,0.16178,202.359711,6.330108,[202.359711,6.330108,297.640289,-1,-1,-1,-1,47,2,51,2,51,2,3,1,9,1,9,1,9,1,2,0,2,0,9,1,3,1,3,1,3,1,3,1,42, 1.0]
587,0.166442,202.996048,6.363396,[202.996048,6.363396,297.003937,-1,-1,-1,-1,47,2,51,2,51,2,3,1,9,1,9,1,9,1,2,0,2,0,9,1,3,1,3,1,3,1,3,1,42, 1.0]
588,0.172636,203.635849,6.397923,[203.635849,6.397923,296.364166,-1,-1,-1,-1,46,2,50,2,50,2,3,1,9,1,9,1,9,1,2,0,2,0,9,1,3,1,3,1,3,1,3,1,42, 1.0]
589,0.153699,204.278702,6.428663,[204.278702,6.428663,295.721283,-1,-1,-1,-1,46,2,50,2,50,2,3,1,9,1,9,1,9,1,1,0,1,0,9,1,3,1,3,1,3,1,3,1,41, 1.0]
590,0.177139,204.92511,6.464091,[204.92511,6.464091,295.07489,-1,-1,-1,-1,46,2,50,2,50,2,2,1,8,1,8,1,8,1,1,0,1,0,8,1,2,1,2,1,2,1,2,1,41, 1.0]
591,0.136601,205.574265,6.491411,[205.574265,6.491411,294.425751,-1,-1,-1,-1,46,2,50,2,50,2,2,1,8,1,8,1,8,1,1,0,1,0,8,1,2,1,2,1,2,1,2,1,41, 1.0]
592,0.142366,206.226242,6.519885,[206.226242,6.519885,293.773743,-1,-1,-1,-1,46,2,50,2,50,2,2,1,8,1,8,1,8,1,1,0,1,0,8,1,2,1,2,1,2,1,2,1,41, 1.0]
593,0.148696,206.88121,6.549624,[206.88121,6.549624,293.118805,-1,-1,-1,-1,46,2,50,2,50,2,2,1,8,1,8,1,8,1,1,0,1,0,8,1,2,1,2,1,2,1,2,1,41, 1.0]
594,0.155532,207.539276,6.58073,[207.539276,6.58073,292.460724,-1,-1,-1,-1,46,2,50,2,50,2,2,1,8,1,8,1,8,1,1,0,1,0,8,1,2,1,2,1,2,1,2,1,41, 1.0]
595,0.162163,208.200592,6.613163,[208.200592,6.613163,291.799408,-1,-1,-1,-1,46,2,50,2,50,2,2,1,8,1,8,1,8,1,1,0,1,0,8,1,2,1,2,1,2,1,2,1,41, 1.0]
596,0.166759,208.86525,6.646515,[208.86525,6.646515,291.134735,-1,-1,-1,-1,46,2,50,2,50,2,2,1,8,1,8,1,8,1,1,0,1,0,8,1,2,1,2,1,2,1,2,1,41, 1.0]
597,0.167496,209.533249,6.680014,[209.533249,6.680014,290.466736,-1,-1,-1,-1,46,2,50,2,50,2,2,1,8,1,8,1,8,1,1,0,1,0,8,1,2,1,2,1,2,1,2,1,41, 1.0]
598,0.164718,210.204544,6.712957,[210.204544,6.712957,289.795441,-1,-1,-1,-1,45,2,49,2,49,2,2,1,8,1,8,1,8,1,1,2,1,2,8,1,2,1,2,1,2,1,2,1,41, 1.0]
599,0.040121,210.876648,6.720982,[210.876648,6.720982,289.123352,-1,-1,-1,-1,45,2,49,2,49,2,2,1,8,1,8,1,8,1,57,2,57,2,8,1,2,1,2,1,2,1,2,1,40, 1.0]
600,0.209776,211.552933,6.762937,[211.552933,6.762937,288.447052,-1,-1,-1,-1,45,2,49,2,49,2,1,1,7,1,7,1,7,1,57,2,57,2,7,1,1,1,1,1,1,1,1,1,40, 1.0]
601,0.209722,212.233429,6.804881,[212.233429,6.804881,287.766571,-1,-1,-1,-1,45,2,49,2,49,2,1,1,7,1,7,1,7,1,57,2,57,2,7,1,1,1,1,1,1,1,1,1,40, 1.0]
602,0.209739,212.918106,6.846829,[212.918106,6.846829,287.081879,-1,-1,-1,-1,45,2,49,2,49,2,1,1,7,1,7,1,7,1,57,2,57,2,7,1,1,1,1,1,1,1,1,1,40, 1.0]
603,0.209757,213.606995,6.888781,[213.606995,6.888781,286.393005,-1,-1,-1,-1,45,2,49,2,49,2,1,1,7,1,7,1,7,1,57,2,57,2,7,1,1,1,1,1,1,1,1,1,40, 1.0]
604,0.209778,214.300064,6.930736,[214.300064,6.930736,285.699951,-1,-1,-1,-1,45,2,49,2,49,2,1,1,7,1,7,1,7,1,57,2,57,2,7,1,1,1,1,1,1,1,1,1,40, 1.0]
605,0.209806,214.99733,6.972697,[214.99733,6.972697,285.002655,-1,-1,-1,-1,45,2,49,2,49,2,1,1,7,1,7,1,7,1,57,2,57,2,7,1,1,1,1,1,1,1,1,1,40, 1.0]
606,0.209844,215.698792,7.014666,[215.698792,7.014666,284.301208,-1,-1,-1,-1,45,2,49,2,49,2,1,1,7,1,7,1,7,1,57,2,57,2,7,1,1,1,1,1,1,1,1,1,40, 1.0]
