step,action,location, speed,EV location,EV speed,d to next tl,t1,,t2,,t3,,t4,,t5,,t6,,t7,,t8,,t9,,t10,,t11,,t12,,t13,,t14,,t15,,t16,,t17,
4123,-0.311216,3710.083984,15.795664,[3710.083984,15.795664,1289.916016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,65,1,23,1,23,1,23,1,23,1,49, 2.0]
4124,-0.311219,3711.657227,15.73342,[3711.657227,15.73342,1288.342773,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,65,1,23,1,23,1,23,1,23,1,49, 2.0]
4125,-0.311223,3713.224365,15.671176,[3713.224365,15.671176,1286.775635,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,65,1,23,1,23,1,23,1,23,1,49, 2.0]
4126,-0.311227,3714.7854,15.608931,[3714.7854,15.608931,1285.214722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,65,1,23,1,23,1,23,1,23,1,49, 2.0]
4127,-0.31123,3716.339844,15.546684,[3716.339844,15.546684,1283.660034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,65,1,23,1,23,1,23,1,23,1,49, 2.0]
4128,-0.311233,3717.888428,15.484438,[3717.888428,15.484438,1282.111572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,2,65,1,23,1,23,1,23,1,23,1,48, 2.0]
4129,-0.311157,3719.430664,15.422206,[3719.430664,15.422206,1280.569336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,2,65,1,23,1,23,1,23,1,23,1,48, 2.0]
4130,-0.311203,3720.966553,15.359965,[3720.966553,15.359965,1279.033325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,2,65,1,23,1,23,1,23,1,23,1,48, 2.0]
4131,-0.311208,3722.496338,15.297724,[3722.496338,15.297724,1277.503662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,2,65,1,22,1,22,1,22,1,22,1,48, 2.0]
4132,-0.311204,3724.02002,15.235483,[3724.02002,15.235483,1275.980103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,2,64,1,22,1,22,1,22,1,22,1,48, 2.0]
4133,-0.311264,3725.537354,15.17323,[3725.537354,15.17323,1274.462769,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,2,64,1,22,1,22,1,22,1,22,1,48, 2.0]
4134,-0.311266,3727.04834,15.110977,[3727.04834,15.110977,1272.95166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,2,64,1,22,1,22,1,22,1,22,1,48, 2.0]
4135,-0.311268,3728.553223,15.048724,[3728.553223,15.048724,1271.446777,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,2,64,1,22,1,22,1,22,1,22,1,48, 2.0]
4136,-0.311269,3730.052002,14.98647,[3730.052002,14.98647,1269.94812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,2,64,1,22,1,22,1,22,1,22,1,48, 2.0]
4137,-0.311271,3731.544189,14.924215,[3731.544189,14.924215,1268.455688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,2,64,1,22,1,22,1,22,1,22,1,48, 2.0]
4138,-0.311273,3733.030518,14.861961,[3733.030518,14.861961,1266.969482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,2,64,1,22,1,22,1,22,1,22,1,47, 2.0]
4139,-0.311231,3734.510498,14.799715,[3734.510498,14.799715,1265.489502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,2,64,1,22,1,22,1,22,1,22,1,47, 2.0]
4140,-0.311256,3735.984131,14.737464,[3735.984131,14.737464,1264.015747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,2,64,1,22,1,22,1,22,1,22,1,47, 2.0]
4141,-0.311258,3737.45166,14.675212,[3737.45166,14.675212,1262.548218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,2,64,1,21,1,21,1,21,1,21,1,47, 2.0]
4142,-0.311256,3738.913086,14.612961,[3738.913086,14.612961,1261.086914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,2,63,1,21,1,21,1,21,1,21,1,47, 2.0]
4143,-0.31129,3740.368164,14.550703,[3740.368164,14.550703,1259.631836,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,2,63,1,21,1,21,1,21,1,21,1,47, 2.0]
4144,-0.311291,3741.816895,14.488444,[3741.816895,14.488444,1258.183105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,2,63,1,21,1,21,1,21,1,21,1,47, 2.0]
4145,-0.311292,3743.259521,14.426187,[3743.259521,14.426187,1256.740479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,2,63,1,21,1,21,1,21,1,21,1,47, 2.0]
4146,-0.311293,3744.696045,14.363928,[3744.696045,14.363928,1255.304077,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,2,63,1,21,1,21,1,21,1,21,1,47, 2.0]
4147,-0.311294,3746.126221,14.301669,[3746.126221,14.301669,1253.873901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,2,63,1,21,1,21,1,21,1,21,1,47, 2.0]
4148,-0.311294,3747.550049,14.23941,[3747.550049,14.23941,1252.449951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,2,63,1,21,1,21,1,21,1,21,1,46, 2.0]
4149,-0.311271,3748.967773,14.177156,[3748.967773,14.177156,1251.032227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,2,63,1,21,1,21,1,21,1,21,1,46, 2.0]
4150,-0.311285,3750.379395,14.1149,[3750.379395,14.1149,1249.620728,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,2,63,1,21,1,21,1,21,1,21,1,46, 2.0]
4151,-0.311286,3751.784424,14.052642,[3751.784424,14.052642,1248.215454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,2,63,1,20,1,20,1,20,1,20,1,46, 2.0]
4152,-0.311285,3753.183594,13.990385,[3753.183594,13.990385,1246.816406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,2,62,1,20,1,20,1,20,1,20,1,46, 2.0]
4153,-0.311304,3754.576416,13.928124,[3754.576416,13.928124,1245.423584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,2,62,1,20,1,20,1,20,1,20,1,46, 2.0]
4154,-0.311304,3755.962891,13.865864,[3755.962891,13.865864,1244.036987,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,2,62,1,20,1,20,1,20,1,20,1,46, 2.0]
4155,-0.311305,3757.343262,13.803602,[3757.343262,13.803602,1242.656616,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,2,62,1,20,1,20,1,20,1,20,1,46, 2.0]
4156,-0.311305,3758.717529,13.741342,[3758.717529,13.741342,1241.282471,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,2,62,1,20,1,20,1,20,1,20,1,46, 2.0]
4157,-0.311306,3760.085449,13.67908,[3760.085449,13.67908,1239.914673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,2,62,1,20,1,20,1,20,1,20,1,46, 2.0]
4158,-0.311306,3761.447021,13.616819,[3761.447021,13.616819,1238.552979,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,2,62,1,20,1,20,1,20,1,20,1,45, 2.0]
4159,-0.311293,3762.80249,13.554561,[3762.80249,13.554561,1237.19751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,2,62,1,20,1,20,1,20,1,20,1,45, 2.0]
4160,-0.311301,3764.151855,13.4923,[3764.151855,13.4923,1235.848267,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,2,62,1,20,1,20,1,20,1,20,1,45, 2.0]
4161,-0.311301,3765.494873,13.43004,[3765.494873,13.43004,1234.505249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,2,62,1,19,1,19,1,19,1,19,1,45, 2.0]
4162,-0.311301,3766.831543,13.36778,[3766.831543,13.36778,1233.168457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,2,61,1,19,1,19,1,19,1,19,1,45, 2.0]
4163,-0.311311,3768.162109,13.305518,[3768.162109,13.305518,1231.837891,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,2,61,1,19,1,19,1,19,1,19,1,45, 2.0]
4164,-0.311312,3769.486328,13.243256,[3769.486328,13.243256,1230.51355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,2,61,1,19,1,19,1,19,1,19,1,45, 2.0]
4165,-0.311312,3770.804443,13.180993,[3770.804443,13.180993,1229.195435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,2,61,1,19,1,19,1,19,1,19,1,45, 2.0]
4166,-0.311312,3772.116455,13.118731,[3772.116455,13.118731,1227.883667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,2,61,1,19,1,19,1,19,1,19,1,45, 2.0]
4167,-0.311313,3773.422119,13.056468,[3773.422119,13.056468,1226.578003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,2,61,1,19,1,19,1,19,1,19,1,45, 2.0]
4168,-0.311313,3774.721436,12.994205,[3774.721436,12.994205,1225.278564,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,2,61,1,19,1,19,1,19,1,19,1,44, 2.0]
4169,-0.311305,3776.014648,12.931945,[3776.014648,12.931945,1223.985352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,2,61,1,19,1,19,1,19,1,19,1,44, 2.0]
4170,-0.31131,3777.301514,12.869682,[3777.301514,12.869682,1222.698364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,2,61,1,19,1,19,1,19,1,19,1,44, 2.0]
4171,-0.31131,3778.582275,12.807421,[3778.582275,12.807421,1221.417603,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,2,61,1,18,1,18,1,18,1,18,1,44, 2.0]
4172,-0.311309,3779.856934,12.745158,[3779.856934,12.745158,1220.143188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,2,60,1,18,1,18,1,18,1,18,1,44, 2.0]
4173,-0.311316,3781.125244,12.682896,[3781.125244,12.682896,1218.874878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,2,60,1,18,1,18,1,18,1,18,1,44, 2.0]
4174,-0.311316,3782.387207,12.620632,[3782.387207,12.620632,1217.612793,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,2,60,1,18,1,18,1,18,1,18,1,44, 2.0]
4175,-0.311316,3783.643066,12.558369,[3783.643066,12.558369,1216.356934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,2,60,1,18,1,18,1,18,1,18,1,44, 2.0]
4176,-0.311316,3784.892578,12.496106,[3784.892578,12.496106,1215.1073,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,2,60,1,18,1,18,1,18,1,18,1,44, 2.0]
4177,-0.311317,3786.135986,12.433843,[3786.135986,12.433843,1213.863892,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,2,60,1,18,1,18,1,18,1,18,1,44, 2.0]
4178,-0.311317,3787.373291,12.371579,[3787.373291,12.371579,1212.626831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,2,60,1,18,1,18,1,18,1,18,1,43, 2.0]
4179,-0.311312,3788.604248,12.309317,[3788.604248,12.309317,1211.395874,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,2,60,1,18,1,18,1,18,1,18,1,43, 2.0]
4180,-0.311315,3789.828857,12.247054,[3789.828857,12.247054,1210.171143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,2,60,1,18,1,18,1,18,1,18,1,43, 2.0]
4181,-0.311315,3791.047363,12.184791,[3791.047363,12.184791,1208.952637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,2,60,1,17,1,17,1,17,1,17,1,43, 2.0]
4182,-0.311314,3792.259521,12.122528,[3792.259521,12.122528,1207.740479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,2,59,1,17,1,17,1,17,1,17,1,43, 2.0]
4183,-0.311318,3793.465576,12.060265,[3793.465576,12.060265,1206.534424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,2,59,1,17,1,17,1,17,1,17,1,43, 2.0]
4184,-0.311318,3794.665527,11.998,[3794.665527,11.998,1205.334595,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,2,59,1,17,1,17,1,17,1,17,1,43, 2.0]
4185,-0.311319,3795.858887,11.935737,[3795.858887,11.935737,1204.140991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,2,59,1,17,1,17,1,17,1,17,1,43, 2.0]
4186,-0.311319,3797.046387,11.873473,[3797.046387,11.873473,1202.953613,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,2,59,1,17,1,17,1,17,1,17,1,43, 2.0]
4187,-0.311319,3798.227539,11.81121,[3798.227539,11.81121,1201.772583,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,2,59,1,17,1,17,1,17,1,17,1,43, 2.0]
4188,-0.311319,3799.402344,11.748945,[3799.402344,11.748945,1200.597656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,2,59,1,17,1,17,1,17,1,17,1,42, 2.0]
4189,-0.311316,3800.571045,11.686683,[3800.571045,11.686683,1199.428955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,2,59,1,17,1,17,1,17,1,17,1,42, 2.0]
4190,-0.311318,3801.733398,11.624419,[3801.733398,11.624419,1198.266602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,2,59,1,17,1,17,1,17,1,17,1,42, 2.0]
4191,-0.311318,3802.889648,11.562156,[3802.889648,11.562156,1197.110352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,2,59,1,16,1,16,1,16,1,16,1,42, 2.0]
4192,-0.311318,3804.039551,11.499892,[3804.039551,11.499892,1195.960327,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,2,58,1,16,1,16,1,16,1,16,1,42, 2.0]
4193,-0.31132,3805.18335,11.437628,[3805.18335,11.437628,1194.816528,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,2,58,1,16,1,16,1,16,1,16,1,42, 2.0]
4194,-0.31132,3806.321045,11.375363,[3806.321045,11.375363,1193.679077,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,2,58,1,16,1,16,1,16,1,16,1,42, 2.0]
4195,-0.31132,3807.452148,11.3131,[3807.452148,11.3131,1192.547729,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,2,58,1,16,1,16,1,16,1,16,1,42, 2.0]
4196,-0.31132,3808.577393,11.250835,[3808.577393,11.250835,1191.422607,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,2,58,1,16,1,16,1,16,1,16,1,42, 2.0]
4197,-0.31132,3809.696289,11.188572,[3809.696289,11.188572,1190.303833,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,2,58,1,16,1,16,1,16,1,16,1,42, 2.0]
4198,-0.31132,3810.808838,11.126307,[3810.808838,11.126307,1189.191162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,2,58,1,16,1,16,1,16,1,16,1,41, 2.0]
4199,-0.311318,3811.915283,11.064044,[3811.915283,11.064044,1188.084717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,2,58,1,16,1,16,1,16,1,16,1,41, 2.0]
4200,-0.311319,3813.015381,11.001781,[3813.015381,11.001781,1186.984619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,2,58,1,16,1,16,1,16,1,16,1,41, 2.0]
4201,-0.311319,3814.109375,10.939516,[3814.109375,10.939516,1185.890625,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,2,58,1,15,1,15,1,15,1,15,1,41, 2.0]
4202,-0.311319,3815.197021,10.877253,[3815.197021,10.877253,1184.802856,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,2,57,1,15,1,15,1,15,1,15,1,41, 2.0]
4203,-0.311321,3816.278564,10.814988,[3816.278564,10.814988,1183.721436,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,2,57,1,15,1,15,1,15,1,15,1,41, 2.0]
4204,-0.311321,3817.35376,10.752724,[3817.35376,10.752724,1182.646118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,2,57,1,15,1,15,1,15,1,15,1,41, 2.0]
4205,-0.311321,3818.422852,10.69046,[3818.422852,10.69046,1181.577026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,2,57,1,15,1,15,1,15,1,15,1,41, 2.0]
4206,-0.311321,3819.48584,10.628196,[3819.48584,10.628196,1180.514282,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,2,57,1,15,1,15,1,15,1,15,1,41, 2.0]
4207,-0.311321,3820.542236,10.565931,[3820.542236,10.565931,1179.457642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,2,57,1,15,1,15,1,15,1,15,1,41, 2.0]
4208,-0.311321,3821.592773,10.503668,[3821.592773,10.503668,1178.407349,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,2,57,1,15,1,15,1,15,1,15,1,40, 2.0]
4209,-0.31132,3822.636719,10.441403,[3822.636719,10.441403,1177.363159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,2,57,1,15,1,15,1,15,1,15,1,40, 2.0]
4210,-0.31132,3823.674805,10.379139,[3823.674805,10.379139,1176.325195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,2,57,1,15,1,15,1,15,1,15,1,40, 2.0]
4211,-0.31132,3824.706543,10.316875,[3824.706543,10.316875,1175.293579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,2,57,1,14,1,14,1,14,1,14,1,40, 2.0]
4212,-0.31132,3825.731934,10.254611,[3825.731934,10.254611,1174.268066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,2,56,1,14,1,14,1,14,1,14,1,40, 2.0]
4213,-0.311321,3826.751221,10.192347,[3826.751221,10.192347,1173.248901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,2,56,1,14,1,14,1,14,1,14,1,40, 2.0]
4214,-0.311321,3827.76416,10.130083,[3827.76416,10.130083,1172.23584,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,2,56,1,14,1,14,1,14,1,14,1,40, 2.0]
4215,-0.311321,3828.770996,10.067819,[3828.770996,10.067819,1171.229126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,2,56,1,14,1,14,1,14,1,14,1,40, 2.0]
4216,-0.311321,3829.771484,10.005554,[3829.771484,10.005554,1170.228516,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,2,56,1,14,1,14,1,14,1,14,1,40, 2.0]
4217,-0.311321,3830.765869,9.943291,[3830.765869,9.943291,1169.234131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,2,56,1,14,1,14,1,14,1,14,1,40, 2.0]
4218,-0.311321,3831.753906,9.881026,[3831.753906,9.881026,1168.246094,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,2,56,1,14,1,14,1,14,1,14,1,39, 2.0]
4219,-0.311319,3832.73584,9.818762,[3832.73584,9.818762,1167.26416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,2,56,1,14,1,14,1,14,1,14,1,39, 2.0]
4220,-0.31132,3833.711426,9.756498,[3833.711426,9.756498,1166.288574,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,2,56,1,14,1,14,1,14,1,14,1,39, 2.0]
4221,-0.311319,3834.680908,9.694235,[3834.680908,9.694235,1165.319092,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,2,56,1,13,1,13,1,13,1,13,1,39, 2.0]
4222,-0.311315,3835.644043,9.631971,[3835.644043,9.631971,1164.355957,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,2,55,1,13,1,13,1,13,1,13,1,39, 2.0]
4223,-0.31131,3836.601074,9.56971,[3836.601074,9.56971,1163.398926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,2,55,1,13,1,13,1,13,1,13,1,39, 2.0]
4224,-0.311295,3837.551758,9.50745,[3837.551758,9.50745,1162.448242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,2,55,1,13,1,13,1,13,1,13,1,39, 2.0]
4225,-0.311244,3838.496338,9.445202,[3838.496338,9.445202,1161.503662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,2,55,1,13,1,13,1,13,1,13,1,39, 2.0]
4226,-0.31108,3839.43457,9.382985,[3839.43457,9.382985,1160.56543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,2,55,1,13,1,13,1,13,1,13,1,39, 2.0]
4227,-0.310549,3840.366699,9.320876,[3840.366699,9.320876,1159.633301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,2,55,1,13,1,13,1,13,1,13,1,39, 2.0]
4228,-0.308855,3841.29248,9.259105,[3841.29248,9.259105,1158.707397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,2,55,1,13,1,13,1,13,1,13,1,38, 2.0]
4229,-0.300364,3842.212402,9.199032,[3842.212402,9.199032,1157.787476,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,2,55,1,13,1,13,1,13,1,13,1,38, 2.0]
